elite,gamma,new_gamma,yty_gamma,diff,name,party,infor
1.35E+18,0.398452662,0.043446201,0.029274611,0.014171591,"Rep. Mariannette Miller-Meeks, M.D.",R,"Rep. Mariannette Miller-Meeks, M.D. - Republican"
1.35E+18,0.302553455,0.01981155,0.004218799,0.015592751,Tracey Mann,R,Tracey Mann - Republican
1.35E+18,0.243040644,0.018918674,0.001131021,0.017787654,Rep. Jake LaTurner,R,Rep. Jake LaTurner - Republican
1.35E+18,-0.268844749,-0.04239436,-0.050575825,0.008181465,Rep. Mondaire Jones,D,Rep. Mondaire Jones - Democrat
1.35E+18,-0.085575444,-0.006559488,-0.016596814,0.010037326,Rep. Frank J. Mrvan,D,Rep. Frank J. Mrvan - Democrat
1.35E+18,0.35839952,0.033690248,0.017715656,0.015974592,Senator Bill Hagerty,R,Senator Bill Hagerty - Republican
1.35E+18,0.271772422,0.02543338,0.004024983,0.021408397,Congressman Troy E. Nehls,R,Congressman Troy E. Nehls - Republican
134849548,-0.180704444,-0.023427197,-0.035361171,0.011933974,Eleanor Clift,D,Eleanor Clift - Political commentator and journalist (Not a politician)
1.35E+18,-0.180708503,-0.011945869,-0.021960039,0.01001417,Congresswoman Deborah Ross,D,Congresswoman Deborah Ross - Democrat
13491312,-0.220955306,-0.098199317,-0.104016553,0.005817235,Archive: Congressman Tim Ryan,D,Archive: Congressman Tim Ryan - Democrat
1.35E+18,-0.157589854,-0.024782851,-0.026053433,0.001270581,President Biden,D,President Biden - Democrat (Current President)
135108504,0.511294666,0.097622209,0.094318198,0.003304011,Bill Bennett,R,Bill Bennett - Political commentator and author (Not a politician)
1.35E+18,-0.269650536,-0.072265435,-0.076771101,0.004505666,Senator Alex Padilla,D,Senator Alex Padilla - Democrat
1.35E+18,-0.214271236,-0.016196386,-0.025361496,0.00916511,Former U.S. Representative Kaialiʻi Kahele,D,Former U.S. Representative Kaiali_i Kahele - Democrat
1.35E+18,-0.28861716,-0.126299999,-0.12719574,8.96E-04,Senator Reverend Raphael Warnock,D,Senator Reverend Raphael Warnock - Democrat
13524182,-0.193811088,-0.165634562,-0.162685447,-0.002949115,David Weigel,D,David Weigel - Political reporter and journalist (Not a politician)
1.36E+18,-0.262333219,-0.06892243,-0.073834533,0.004912103,Ossoff's Office,D,"Ossoff's Office - Likely refers to Jon Ossoff, a Democrat"
1.36E+18,0.263305856,0.02247127,0.003748197,0.018723073,Rep. Andrew Clyde,R,Rep. Andrew Clyde - Republican
1367531,0.044903445,0.067511641,0.165662898,-0.098151257,Fox News,R,Fox News - News network (Not a politician)
137794015,-0.188566612,-0.07247259,-0.082808405,0.010335815,Ted Deutch,D,Ted Deutch - Democrat
137823987,-0.150161747,-0.009987108,-0.019869578,0.009882471,Blumenauer Media,D,"Blumenauer Media - Likely refers to Rep. Earl Blumenauer, a Democrat"
14046504,-0.022191995,-0.016364022,-0.025939808,0.009575785,Conor Friedersdorf,R,Conor Friedersdorf - Political commentator and journalist (Not a politician)
140519774,-0.204457169,-0.055861593,-0.065063268,0.009201675,Rosa DeLauro,D,Rosa DeLauro - Democrat
1410590874,-0.214135154,-0.05531879,-0.065850908,0.010532118,Senator Peter Welch,D,Senator Peter Welch - Democrat
14173315,-0.165966261,-0.301376009,-0.23537288,-0.06600313,NBC News,D,NBC News - News network (Not a politician)
14246055,-0.165935116,-0.03066205,-0.044311376,0.013649327,Bill Scher,D,Bill Scher - Political commentator and journalist (Not a politician)
143104075,-0.101481419,-0.049476583,-0.053271051,0.003794467,Secular Talk🎙,D,Secular Talk__ - YouTube channel hosted by Kyle Kulinski (Not a politician)
14335880,0.159772885,0.037483183,0.048046594,-0.01056341,Subscribe to my Substack newsletter,NA,Subscribe to my Substack newsletter - Not a politician or political entity
14344823,0.276439571,0.187264568,0.232685382,-0.045420814,Senate Republicans,R,Senate Republicans - Republican Party
14377605,-0.187234484,-0.273681871,-0.236164906,-0.037516964,The Democrats,D,The Democrats - Democratic Party
14412533,-0.149120604,-0.116791469,-0.110654098,-0.006137371,Chris Cillizza,D,Chris Cillizza - CNN Political commentator and journalist (Not a politician)
14413466,-0.187706647,-0.076619641,-0.084683085,0.008063444,Jon Ralston,D,Jon Ralston - Political commentator and journalist (Not a politician)
14437914,-0.203097727,-0.191804603,-0.17255135,-0.019253253,PBS NewsHour,D,PBS NewsHour - News program (Not a politician)
1.46E+18,-0.268110569,-0.061236708,-0.065846179,0.004609471,Rep. Shontel Brown,D,Rep. Shontel Brown - Democrat
14676022,-0.20923116,-0.120992776,-0.119928293,-0.001064483,DCCC,D,DCCC (Democratic Congressional Campaign Committee) - Democratic Party organization
14677919,-0.206195792,-0.318123156,-0.271345137,-0.046778019,The New Yorker,D,The New Yorker - Media outlet (Not a political entity)
14828860,0.551533982,0.20781061,0.216547321,-0.008736711,Michael Johns,R,Michael Johns - Political commentator and activist (Not a politician)
14839147,0.521139712,0.366272171,0.415985201,-0.049713029,🏴‍☠️ERIC BOLLING 🏴‍☠️,R,_____ERIC BOLLING _____ - Political commentator and television host (Not a politician)
14845376,0.173676522,0.03602986,0.033242104,0.002787756,Lindsey Graham,R,Lindsey Graham - Republican (Senator)
14854961,0.032526282,0.006045304,-0.006563605,0.012608909,Leslie Sanchez,R,Leslie Sanchez - Political commentator and strategist (Not a politician)
149726145,-0.151267358,-0.077994599,-0.066295865,-0.011698734,Yung Rénzél 👑,NA,Yung R�nz�l __ - Information not available (may refer to a pseudonymous account)
14984637,-0.178198268,-0.030470151,-0.042746263,0.012276112,Congresswoman Chellie Pingree 🇺🇸 🇺🇦,D,Congresswoman Chellie Pingree ____ ____ - Democrat
14989516,0.506383004,0.191854234,0.199462749,-0.007608515,Ben Domenech,R,Ben Domenech - Political commentator and journalist (Not a politician)
1500129642,0.664040873,0.114960709,0.110214179,0.00474653,Matt Walsh,R,Matt Walsh - Political commentator and writer (Not a politician)
150078976,-0.20392857,-0.23824295,-0.22882255,-0.009420399,Chris Murphy,D,Chris Murphy - Democrat (Senator)
15012486,-0.185853179,-0.1462853,-0.121578509,-0.024706791,CBS News,D,CBS News - Media outlet (Not a political entity)
150281740,0.337945742,0.093354029,0.093081809,2.72E-04,Seth Mandel,R,Seth Mandel - Political commentator and writer (Not a politician)
15075999,0.442414391,0.158653807,0.166254691,-0.007600883,Hugh Hewitt,R,Hugh Hewitt - Political commentator and radio host (Not a politician)
151106990,-0.144434196,-0.082931653,-0.0763868,-0.006544853,The Brookings Institution,D,The Brookings Institution - Think tank (Not a political entity)
15164565,-0.216405077,-0.22115794,-0.197454116,-0.023703824,Slate,D,Slate - Media outlet (Not a political entity)
1517872886,0.493375669,0.067365094,0.056080476,0.011284618,HotAir.com,R,HotAir.com - Conservative news and opinion website (Not a political entity)
151930383,0.514720802,0.168031309,0.176188774,-0.008157464,Gordon G. Chang,R,Gordon G. Chang - Political commentator and author (Not a politician)
15207668,0.283513836,0.186647258,0.228077373,-0.041430115,House Republicans,R,House Republicans - Republican Party members in the House of Representatives
15212187,0.636955171,0.335686685,0.364649505,-0.02896282,Benny Johnson,R,Benny Johnson - Political commentator and journalist (Not a politician)
15220768,-0.246430474,-0.272660052,-0.261922898,-0.010737153,David Corn,D,David Corn - Political commentator and journalist (Not a politician)
15224867,-0.184558285,-0.34480474,-0.291132626,-0.053672114,Anderson Cooper,D,Anderson Cooper - Journalist and television host (Not a politician)
1525083000,0.070078878,0.008359488,-0.002093006,0.010452494,Bruce Fein,R,Bruce Fein - Political commentator and legal analyst (Not a politician)
15302774,0.550917637,0.142198294,0.140539346,0.001658948,David Harsanyi,R,David Harsanyi - Political commentator and writer (Not a politician)
1530621674,-0.036467732,0.002580109,-0.009560904,0.012141013,Richard Graham,R,Richard Graham - Information not available (may refer to various individuals)
1531521632,-0.230738954,-0.07066028,-0.079153507,0.008493227,Rep. Joyce Beatty,D,Rep. Joyce Beatty - Democrat
15324851,-0.160943601,-0.104989262,-0.106319051,0.00132979,Senator Chris Coons,D,Senator Chris Coons - Democrat
153486399,-0.20870068,-0.057098868,-0.067519312,0.010420444,Former Rep. Marcia L. Fudge,D,Former Rep. Marcia L. Fudge - Democrat
15356407,0.161197681,0.0253698,0.010671183,0.014698618,Rep. Rob Wittman,R,Rep. Rob Wittman - Republican
153944899,-0.185345877,-0.039775929,-0.052154414,0.012378484,Lloyd Doggett,D,Lloyd Doggett - Democrat
15394954,0.16044115,0.027743453,0.012389896,0.015353558,U.S. Rep. Bob Latta,R,U.S. Rep. Bob Latta - Republican
15416505,0.474411796,0.37016571,0.4249992,-0.054833491,Gov. Mike Huckabee,R,Gov. Mike Huckabee - Republican (Former Governor of Arkansas)
15441965,-0.256958967,-0.274835202,-0.262559147,-0.012276055,Ari Melber,R,Ari Melber - Political commentator and television host (Not a politician)
15450996,0.238746587,0.102089617,0.115156414,-0.013066797,Cato Institute,D,Cato Institute - Libertarian think tank (Not a political party)
15458694,-0.153564705,-0.166060616,-0.149762337,-0.016298279,HuffPost Politics,D,HuffPost Politics - Media outlet (Not a political entity)
15473574,-0.234443859,-0.094165579,-0.103291823,0.009126245,Sam Seder,D,Sam Seder - Political commentator and podcast host (Not a politician)
15513604,0.409737266,0.257930144,0.300750614,-0.04282047,FOX & friends,R,FOX & friends - Morning television show on Fox News (Not a political entity)
15515169,0.61681493,0.229191384,0.246667212,-0.017475828,toddstarnes,R,toddstarnes - Political commentator and radio host (Not a politician)
155669457,-0.18477328,-0.037048194,-0.048147658,0.011099464,Rep. David E. Price,D,Rep. David E. Price - Democrat
155670420,0.443941921,0.044115232,0.030762016,0.013353216,Steven F. Hayward,R,Steven F. Hayward - Political commentator and writer (Not a politician)
156333623,-0.199944586,-0.07643625,-0.085761868,0.009325618,Congressman Al Green,D,Congressman Al Green - Democrat
15731751,0.437619838,0.099249384,0.103572866,-0.004323482,Fred Barnes,R,Fred Barnes - Political commentator and journalist (Not a politician)
15745368,0.210284647,0.192784112,0.253357338,-0.060573226,Marco Rubio,R,Marco Rubio - Republican (Senator)
15751083,0.208559669,0.036248403,0.01958724,0.016661163,"Michael Burgess, MD",R,"Michael Burgess, MD - Republican (Former Congressman)"
15754281,-0.149942326,-0.206434538,-0.156204987,-0.050229552,USA TODAY,D,USA TODAY - Media outlet (Not a political entity)
15764644,-0.19020289,-0.395478288,-0.330281114,-0.065197174,Nancy Pelosi,D,Nancy Pelosi - Democrat (Former Speaker of the House)
15808765,-0.204982813,-0.349684128,-0.308925865,-0.040758263,Cory Booker,D,Cory Booker - Democrat (Senator)
158414847,-0.226218913,-0.401487967,-0.355603455,-0.045884512,The Daily Show,D,The Daily Show - Comedy news television show (Not a political entity)
158426909,-0.180747096,-0.299423623,-0.271204748,-0.028218875,Lawrence O'Donnell,D,Lawrence O'Donnell - Political commentator and television host (Not a politician)
15859912,-0.149539702,-0.043519058,-0.052967996,0.009448937,Katie Halper,D,Katie Halper - Political commentator and podcast host (Not a politician)
158769098,0.313779969,0.214983515,0.241617581,-0.026634066,John Stossel,R,John Stossel - Political commentator and television host (Not a politician)
1591400760,-0.216714508,-0.109940213,-0.116146918,0.006206705,Tara Setmayer 🌻,D,Tara Setmayer __ - Political commentator and strategist (Not a politician)
15954997,-0.200246108,-0.050760628,-0.062282221,0.011521594,Earl Blumenauer,D,Earl Blumenauer - Democrat
15976697,0.41279018,0.354744273,0.408498635,-0.053754362,Michelle Malkin,R,Michelle Malkin - Political commentator and author (Not a politician)
16017475,-0.191432998,-0.245363842,-0.219708196,-0.025655646,Nate Silver,D,Nate Silver - Statistician and political analyst (Not a politician)
16031927,0.381744923,0.244846224,0.288436801,-0.043590578,Greta Van Susteren,R,Greta Van Susteren - Political commentator and television host (Not a politician)
16042794,-0.198936396,-0.07798548,-0.079657684,0.001672204,Guardian US,D,Guardian US - Media outlet (Not a political entity)
16051471,-0.226158229,-0.249891803,-0.232110404,-0.017781399,Don Lemon,D,Don Lemon - Journalist and television host (Not a politician)
16076272,-0.247053654,-0.026970766,-0.038730953,0.011760187,Laura Flanders,D,Laura Flanders - Political commentator and journalist (Not a politician)
16103326,-5.52E-05,-0.009403585,-0.016823693,0.007420108,MargaretHoover,I,MargaretHoover - Political commentator and television host (Not a politician)
16113700,0.539256313,0.130880702,0.130889757,-9.06E-06,Charlie Spiering,R,Charlie Spiering - Political commentator and journalist (Not a politician)
16129920,-0.202671548,-0.441353419,-0.381501101,-0.059852317,Rachel Maddow MSNBC,D,Rachel Maddow MSNBC - Political commentator and television host (Not a politician)
161411080,-0.126623404,-0.038086298,-0.048476918,0.010390621,Rep.Grace Napolitano,D,Rep. Grace Napolitano - Democrat
161743731,0.174507028,0.025780227,0.010984794,0.014795433,Rep. Kay Granger,R,Rep. Kay Granger - Republican
161791703,-0.148748818,-0.042020858,-0.052052788,0.01003193,Rep. Bobby Scott,D,Rep. Bobby Scott - Democrat
16193222,0.547436956,0.247146282,0.265087669,-0.017941387,Guy Benson,R,Guy Benson - Political commentator and radio host (Not a politician)
162069635,-0.218052672,-0.080963778,-0.09361797,0.012654192,Steve Cohen,D,Steve Cohen - Democrat
16216103,0.236195506,0.006469794,0.004594242,0.001875551,"Robert ""Sully"" Sullivan",R,"Robert ""Sully"" Sullivan - Information not available (may refer to various individuals)"
1623308912,0.181353559,0.04144807,0.023134945,0.018313125,Rep. Jason Smith,R,Rep. Jason Smith - Republican
16256269,0.236610758,0.03987296,0.022591576,0.017281384,Virginia Foxx,R,Virginia Foxx - Republican
16296683,0.481404206,0.063212397,0.054208483,0.009003914,Doug Wead,R,Doug Wead - Political commentator and author (Not a politician)
16303106,-0.214047086,-0.425421589,-0.371132829,-0.05428876,Stephen Colbert,D,Stephen Colbert - Comedian and television host (Not a politician)
163570705,-0.153002085,-0.04331355,-0.052800213,0.009486663,Rep. Emanuel Cleaver,D,Rep. Emanuel Cleaver - Democrat
164369297,-0.206176632,-0.07239938,-0.080412709,0.008013329,Rep. Nydia Velazquez,D,Rep. Nydia Velazquez - Democrat
16442365,-0.242255817,-0.045808844,-0.058330632,0.012521787,Jon Soltz,I,Jon Soltz - Political commentator and veteran advocate (Not a politician)
16581604,-0.169064742,-0.193999714,-0.167524629,-0.026475085,Mike Bloomberg,I,Mike Bloomberg - Former Mayor of New York City (Not a politician)
16597389,0.499351681,0.139688415,0.140392858,-7.04E-04,Bethany S. Mandel,R,Bethany S. Mandel - Political commentator and writer (Not a politician)
166990746,0.593408475,0.345886661,0.382219913,-0.036333252,Monica Crowley,R,Monica Crowley - Political commentator and author (Not a politician)
16725276,0.549633257,0.136840365,0.138453753,-0.001613388,Neal Boortz — Puddin’ Stick,D,"Neal Boortz � Puddin� Stick - Information not available (may refer to Neal Boortz, a libertarian radio host)"
16787084,0.436143836,0.102918343,0.09805196,0.004866383,Ed Morrissey,R,Ed Morrissey - Political commentator and blogger (Not a politician)
168502762,-0.145897685,-0.03376004,-0.045424493,0.011664453,Rep. Eddie Bernice Johnson,D,Rep. Eddie Bernice Johnson - Democrat
168531961,0.156977763,0.027075295,0.021711334,0.005363961,Noah Rothman,R,Noah Rothman - Political commentator and writer (Not a politician)
168673083,-0.100020699,-0.023302022,-0.036880539,0.013578517,Rep. David Scott,D,Rep. David Scott - Democrat
16887628,0.049849098,-8.07E-05,-0.007424943,0.007344198,Matt Lewis,R,Matt Lewis - Political commentator and writer (Not a politician)
16960279,-0.077994794,-0.008082191,-0.019598477,0.011516286,Jamie Kilstein,D,Jamie Kilstein - Political commentator and comedian (Not a politician)
17001490,-0.215566257,-0.039030729,-0.049448246,0.010417517,Juan Cole,I,Juan Cole - Political commentator and academic (Not a politician)
17074440,-0.164114649,-0.177558202,-0.155518382,-0.022039819,George Stephanopoulos,D,George Stephanopoulos - Political commentator and television host (Not a politician)
170861207,0.610414111,0.321623774,0.35732032,-0.035696546,Kat Timpf,I,Kat Timpf - Political commentator and writer (Not a politician)
17091571,0.598643023,0.245341423,0.263833203,-0.01849178,Dennis Prager,R,Dennis Prager - Conservative radio host and author (Not a politician)
1710705968,0.383432824,0.056477996,0.046727187,0.009750809,Amy Holmes,R,Amy Holmes - Political commentator and television host (Not a politician)
17112878,-0.158173437,-0.08818156,-0.0884516,2.70E-04,State of the Union,D,State of the Union - CNN news program (Not a political entity)
171598736,-0.145700745,-0.111819595,-0.108943572,-0.002876023,Senator Bob Casey,D,Senator Bob Casey - Democrat
17198100,0.335297527,0.035755154,0.018953502,0.016801651,Trey Radel,R,"Trey Radel - Information not available (may refer to Trey Radel, a former Republican Congressman)"
17220934,-0.21554837,-0.227603958,-0.205381621,-0.022222337,Al Gore,D,Al Gore - Democrat (Former Vice President)
172858784,-0.188026912,-0.212984494,-0.199376596,-0.013607898,Tim Kaine,D,Tim Kaine - Democrat (Senator)
17454769,0.509061932,0.354400092,0.401774677,-0.047374585,Glenn Beck,R,Glenn Beck - Conservative radio host and television host (Not a politician)
17494010,-0.187579794,-0.332574912,-0.286079721,-0.046495192,Chuck Schumer,D,Chuck Schumer - Democrat (Senator)
17823790,0.479785439,0.068377112,0.055811222,0.012565891,Jack Hunter,R,Jack Hunter - Political commentator and writer (Not a politician)
17833574,-0.267532057,-0.076180866,-0.088507432,0.012326566,Hal Sparks,D,Hal Sparks - Political commentator and comedian (Not a politician)
179245596,0.613015175,0.286602558,0.306373072,-0.019770514,David Limbaugh,R,David Limbaugh - Political commentator and author (Not a politician)
17971455,0.649359108,0.11027071,0.101737757,0.008532953,ΞMΞRALD CITY ΞXILE - CEO of HydroFlask - Self I.D.,NA,_M_RALD CITY _XILE - CEO of HydroFlask - Information not available (may refer to a pseudonymous account)
17976923,0.216949762,0.043178515,0.030514441,0.012664074,CathyMcMorrisRodgers,R,CathyMcMorrisRodgers - Republican
17995040,0.516708586,0.447543788,0.516222368,-0.06867858,Ben Shapiro,R,Ben Shapiro - Conservative political commentator and writer (Not a politician)
18020081,0.002059731,-0.032445061,-0.015773389,-0.016671672,John Kasich,R,John Kasich - Republican (Former Governor of Ohio)
18022904,-0.180288666,-0.060453523,-0.057448982,-0.003004541,Matisyahu,I,Matisyahu - Musician (Not a politician)
18027434,-5.70E-04,-0.007203962,-0.007521378,3.17E-04,"Mark Hyman, M.D.",D,"Mark Hyman, M.D. - Information not available (may refer to various individuals)"
18030431,0.267418863,0.035081842,0.017935892,0.01714595,Judge Carter,I,Judge Carter - Information not available (may refer to a judge)
18061669,-0.026571527,-0.048419296,-0.041510474,-0.006908821,Sen. Lisa Murkowski,R,Sen. Lisa Murkowski - Republican (Senator)
18137749,-0.171076117,-0.097239739,-0.102796983,0.005557245,Senator Chris Van Hollen,D,Senator Chris Van Hollen - Democrat (Senator)
18165124,-0.261416948,-0.049571906,-0.062927919,0.013356013,dave karpf (parody account),NA,dave karpf (parody account) - Information not available (may refer to a parody account)
18166778,0.516709195,0.406915048,0.46709639,-0.060181342,Rep. Jim Jordan,R,Rep. Jim Jordan - Republican
18280993,0.503932561,0.11024277,0.107643289,0.002599481,AndrewBreitbart,R,AndrewBreitbart - Conservative writer and commentator (Deceased)
18322918,0.018987531,0.002993091,-0.005070851,0.008063941,Bryan Fischer,R,Bryan Fischer - Conservative radio host and commentator (Not a politician)
18379614,0.58158138,0.371519623,0.413893121,-0.042373498,Dave Rubin,R,Dave Rubin - Political commentator and podcast host (Not a politician)
1849261916,0.168332875,0.024539221,0.006178528,0.018360694,Blaine Luetkemeyer,R,Blaine Luetkemeyer - Republican
18510860,-0.247680524,-0.227576589,-0.217950495,-0.009626094,Mother Jones,D,Mother Jones - News outlet (Not a political entity)
18587457,-0.223215069,-0.174432455,-0.16664745,-0.007785005,Melissa Harris-Perry,I,Melissa Harris-Perry - Political commentator and academic (Not a politician)
186180475,-0.113507791,-0.00680743,-0.017186486,0.010379056,Tom Lantos Human Rights Commission,D,Tom Lantos Human Rights Commission - Congressional commission (Not a political entity)
18622869,-0.209571781,-0.26965725,-0.246861824,-0.022795425,Ezra Klein,D,Ezra Klein - Political commentator and journalist (Not a politician)
18632666,0.098002156,0.019710799,0.014637645,0.005073154,Senator Jerry Moran,R,Senator Jerry Moran - Republican (Senator)
18646108,0.455236172,0.33224464,0.387960034,-0.055715393,Bret Baier,R,Bret Baier - Political commentator and television host (Not a politician)
18686907,-0.220794966,-0.245740848,-0.234910843,-0.010830005,David Frum,R,David Frum - Political commentator and writer (Not a politician)
18695134,-0.131444292,-0.075845218,-0.078701506,0.002856288,Senator Bob Menendez,D,Senator Bob Menendez - Democrat (Senator)
187578616,0.636630644,0.164478121,0.165709733,-0.001231612,David Horowitz,R,David Horowitz - Conservative writer and commentator (Not a politician)
18773159,0.341217473,0.05704059,0.041927901,0.01511269,RepScottPerry,R,RepScottPerry - Republican
18791763,0.352984059,0.182719988,0.209430583,-0.026710595,Karl Rove,R,Karl Rove - Republican strategist
18805303,0.149508426,0.021558273,0.005061305,0.016496968,Jeff Fortenberry,R,Jeff Fortenberry - Republican
18805644,0.260071502,0.101334971,0.117395481,-0.01606051,Fox News Sunday,R,Fox News Sunday - Television program on Fox News (Not a political entity)
1880674038,-0.168430905,-0.031216685,-0.043163093,0.011946408,US Rep Kathy Castor,D,US Rep Kathy Castor - Democrat
18849798,-0.080009263,-0.004905273,-0.016166195,0.011260922,David Gewirtz,NA,David Gewirtz - Information not available (may refer to various individuals)
188768297,-0.211838775,-0.003604643,-0.015721241,0.012116598,Joshua M. Bernstein,NA,Joshua M. Bernstein - Information not available (may refer to various individuals)
18909919,-0.143266418,-0.02358572,-0.035017033,0.011431313,Jim Langevin,D,Jim Langevin - Democrat
18915145,0.101359406,0.025816198,0.023570622,0.002245576,Rob Portman,R,Rob Portman - Republican (Former Senator)
18967498,0.143387265,0.020266395,0.004505113,0.015761281,"Glenn ""GT"" Thompson",R,"Glenn ""GT"" Thompson - Republican"
18994290,0.426136652,0.053296685,0.041394792,0.011901893,Ralph Reed,R,Ralph Reed - Conservative political activist and strategist (Not a politician)
18997445,-0.241738757,-0.027982691,-0.037457694,0.009475003,The Ron Reagan Show,D,The Ron Reagan Show - Information not available (may refer to a radio program)
1908143071,0.164025012,0.021601258,0.006188495,0.015412763,Rep. Brett Guthrie,R,Rep. Brett Guthrie - Republican
191491028,-0.170308998,-0.006611789,-0.020592331,0.013980542,Bill Hicks,R,Bill Hicks - Information not available (may refer to the late comedian Bill Hicks)
19179436,-0.148732814,-3.24E-04,-0.01333474,0.013010368,American: Bill Hicks,R,American: Bill Hicks - Information not available (may refer to the late comedian Bill Hicks)
19268706,0.039463518,-0.018184175,-0.00860126,-0.009582915,S.E. Cupp,R,S.E. Cupp - Political commentator and television host (Not a politician)
19318314,-0.170617908,-0.038439014,-0.049420778,0.010981764,Senator Ben Ray Luján,D,Senator Ben Ray Luj�n - Democrat (Senator)
193732179,-0.204615944,-0.069445178,-0.079702499,0.010257321,Judy Chu,D,Judy Chu - Democrat
193794406,0.112523275,0.022595496,0.014792994,0.007802502,Shelley Moore Capito,R,Shelley Moore Capito - Republican (Senator)
19417492,0.336637842,0.150975815,0.16857961,-0.017603795,National Review,R,National Review - Conservative magazine (Not a political entity)
195271137,0.593907745,0.398565131,0.444433703,-0.045868572,Larry Elder,R,Larry Elder - Conservative radio host and commentator (Not a politician)
19568591,-0.22879003,-0.30941412,-0.287362998,-0.022051123,Ana Navarro-Cárdenas,R,Ana Navarro-C�rdenas - Political commentator and strategist (Not a politician)
19599446,0.496042521,0.075913897,0.071286592,0.004627304,Patrick J. Buchanan,R,Patrick J. Buchanan - Conservative political commentator and writer (Not a politician)
19608297,-0.261558138,-0.176730614,-0.169067817,-0.007662797,Human Rights Campaign,D,Human Rights Campaign - LGBTQ advocacy organization (Not a political entity)
196168350,0.549018274,0.122248763,0.121761022,4.88E-04,Ann Coulter,R,Ann Coulter - Conservative political commentator and author (Not a politician)
19685710,-0.048072844,0.003555096,-0.008192673,0.011747769,David Goldstein,R,David Goldstein - Information not available (may refer to various individuals)
19697415,-0.137283544,-0.244093479,-0.201188561,-0.042904918,Bill Maher,D,"Bill Maher - Political commentator, comedian, and television host (Not a politician)"
19726613,0.011616703,-0.029227749,-0.014359051,-0.014868698,Sen. Susan Collins,R,Sen. Susan Collins - Republican (Senator)
19826165,-0.166818226,-0.011853697,-0.028103934,0.016250236,Craig Crawford,D,Craig Crawford - Political commentator and journalist (Not a politician)
19878055,0.349039313,0.077022307,0.074161041,0.002861266,Charles Murray,R,Charles Murray - Political scientist and author (Not a politician)
19926675,0.36469068,0.067673912,0.055773583,0.011900329,Kevin Brady,R,Kevin Brady - Republican (Former Congressman)
199325935,-0.154495839,-0.043963551,-0.054452869,0.010489318,André Carson,D,Andr� Carson - Democrat
20067531,0.097664212,0.014702557,0.003518993,0.011183563,Todd Herman 👓,R,Todd Herman __ - Political commentator and radio host (Not a politician)
20068679,-0.228474185,-0.129415122,-0.129200069,-2.15E-04,Marc Lamont Hill,D,Marc Lamont Hill - Political commentator and academic (Not a politician)
202206694,0.189456524,0.055249243,0.052318017,0.002931226,Sen. John Barrasso,R,Sen. John Barrasso - Republican (Senator)
20275773,-0.129776474,-0.011745366,-0.023510325,0.011764959,Jehmu Greene,D,Jehmu Greene - Political commentator and strategist (Not a politician)
20467163,0.180023232,0.02613216,0.008469634,0.017662526,Rep. Vern Buchanan,R,Rep. Vern Buchanan - Republican
20479813,-0.196180108,-0.288936353,-0.259735695,-0.029200658,Michael Moore,D,Michael Moore - Liberal filmmaker and political commentator (Not a politician)
20545793,-0.092845738,-0.018813003,-0.031639657,0.012826654,Rep. Kurt Schrader,D,Rep. Kurt Schrader - Democrat
20546536,0.171257281,0.020143679,0.005841032,0.014302647,Inhofe Press Office,R,Inhofe Press Office - Republican (Senator Jim Inhofe's press office)
20552026,-0.108049377,-0.02019123,-0.031068102,0.010876873,Ed Perlmutter,D,Ed Perlmutter - Democrat
20713061,0.400601276,0.328256859,0.384040761,-0.055783902,Newt Gingrich,R,Newt Gingrich - Republican (Former Speaker of the House)
207739658,0.321559445,0.043942622,0.036241991,0.007700631,Mike Graham 🇬🇧,NA,Mike Graham ____ - Information not available (may refer to various individuals)
20818801,-0.228849115,-0.141884442,-0.143428824,0.001544382,Daily Kos,D,Daily Kos - Progressive news and opinion website (Not a political entity)
20934272,0.532590525,0.067781076,0.055066282,0.012714795,Jason Lewis,R,Jason Lewis - Republican (Former Congressman)
20972371,0.044548386,0.005469642,0.005228713,2.41E-04,Dan Carlin,R,Dan Carlin - Political commentator and podcast host (Not a politician)
210926192,-0.053543126,-0.013616313,-0.02703487,0.013418557,Rep. Henry Cuellar,D,Rep. Henry Cuellar - Democrat
21111098,0.134211403,0.029348576,0.022918669,0.006429907,Richard Shelby,R,Richard Shelby - Republican (Former Senator)
211420609,0.115638852,0.016925194,0.003908029,0.013017166,Archive: Steve Stivers,R,Archive: Steve Stivers - Republican (Former Congressman)
211530910,0.180605928,0.03644976,0.019354041,0.017095719,Rep. Bill Johnson,R,Rep. Bill Johnson - Republican
21157904,0.07183928,0.00816084,0.005798893,0.002361947,Richard Burr,R,Richard Burr - Republican (Former Senator)
21269970,0.144513065,0.03176347,0.02887761,0.002885861,Senator Roy Blunt,R,Senator Roy Blunt - Republican (Former Senator)
21270032,0.216594123,0.022684966,0.012162402,0.010522564,Nina Easton,R,Nina Easton - Journalist and political commentator (Not a politician)
21348880,-0.224413008,-0.136499393,-0.142433872,0.005934478,Tim Miller,R,Tim Miller - Republican political strategist (Not a politician)
21394764,-0.179245303,-0.066771691,-0.075791041,0.00901935,Michael Gerson,R,Michael Gerson - Republican political commentator and writer (Not a politician)
21406834,-0.20683961,-0.118781735,-0.120990487,0.002208751,Ed Markey,D,Ed Markey - Democrat (Senator)
21514744,-0.192568275,-0.07026027,-0.079490957,0.009230688,David Pakman,D,David Pakman - Political commentator and host (Not a politician)
